,Unnamed: 0,numChapter,Chapter,numSubChapter,subChapter,Type,numSubTitle,subTitle,content,Ref,PMI_content,PMI_chapter,PMI_subtitle
44,44,11.4,11.4 PERFORM QUANTITATIVE RISK ANALYSIS,11.4.2,11.4 PERFORM QUANTITATIVE RISK ANALYSIS Tools and Techniques,Tools and Techniques,11.4.2.5 Data analysis,11.4.2,data analy sis data analysis techniques used process include limited uusimulation quantitative risk analysis uses model simulates combined effects individual project risks sources uncertainty evaluate potential impact achieving project objectives simulations typically performed using monte carlo analysis running monte carlo analysis cost risk simulation uses project cost estimates running monte carlo analysis schedule risk schedule network diagram duration estimates used integrated quantitative costschedule risk analysis uses inputs output quantitative risk analysis model computer software used iterate quantitative risk analysis model several thousand times input values eg cost estimates duration estimates occurrence probabilistic branches chosen random iteration outputs represent range possible outcomes project eg project end date project cost completion typical outputs include histogram presenting number iterations particular outcome resulted simulation cumulative probability distribution scurve representing probability achieving particular outcome less example scurve monte carlo cost risk analysis ainty part guidefor quantitative schedule risk analysis also possible conduct criticality analysis determines elements risk model greatest effect project critical path criticality index calculated element risk model gives frequency element appears critical path simulation usually expressed percentage output criticality analysis allows project team focus risk response planning efforts activities highest potential effect overall schedule performance project uusensitivity analysis sensitivity analysis helps determine individual project risks sources uncertainty potential impact project outcomes correlates variations project outcomes variations elements quantitative risk analysis model one typical display sensitivity analysis tornado diagram presents calculated correlation coefﬁcient element quantitative risk analysis model inﬂuence project outcome include individual project risks project activities high degrees variability speciﬁc sources ambiguity items ordered descending strength correlation giving typical tornado appearance example tornado diagram uudecision tree analysis decision trees used support selection best several alternative courses action alternative paths project shown decision tree using branches representing different decisions events associated costs related individual project risks including threats opportunities endpoints branches decision tree represent outcome following particular path negative positive decision tree evaluated calculating expected monetary value branch allowing optimal path selected example decision tree part guideuuinfluence diagrams inﬂuence diagrams graphical aids decision making uncertainty inﬂuence diagram represents project situation within project set entities outcomes inﬂuences together relationships effects element inﬂuence diagram uncertain result existence individual project risks sources uncertainty represented inﬂuence diagram using ranges probability distributions inﬂuence diagram evaluated using simulation technique monte carlo analysis indicate elements greatest inﬂuence key outcomes outputs inﬂuence diagram similar quantitative risk analysis methods including scurves tornado diagrams perf orm quantit ative risk naly sis ou tputs,[],purpose objectives perform quantitative risk analysis process perform quantitative risk analysis process provides numerical estimate overall effect risk objectives project based current plans information considering risks simultaneously results type analysis used evaluate likelihood success achieving project objectives estimate contingency reserves usually time cost appropriate risks risk tolerance project stakeholders generally accepted analyzing uncertainty project using quantitative techniques monte carlo simulation may provide realism estimate overall project cost schedule nonprobabilistic approach assumes activity durations lineitem cost estimates deterministic however recognized quantitative risk analysis always required appropriate projects example qualitative risk analysis may provide enough information development effective risk responses especially smaller projects therefore plan risk management process beneﬁ ts quantitative risk analysis weighed effort required ensure additional insights value justify additional effort partial risk analyses qualitative risk analysis aim prioritizing individual risks viewed one time therefore cannot produce measures overall project risk risks considered simultaneously calculating estimates overall project risk focus perform quantitative risk analysis process speciﬁ c project risks usually best understood quantiﬁ ed detailed level lineitem cost schedule activity level contrast project objectives achievement projects budget schedule speciﬁ ed higher level often level total project overall risk analysis one uses quantitative techniques estimates implication quantiﬁ ed risks project objectives implementation overall risk analysis using quantitative methods requires complete accurate representation project objectives built individual project elements examples representations include project schedule cost estimate identifying risks individual project elements schedule activities lineitem costs level detail lends speciﬁ c assessment individual risks including generic risks broader effect individual project elements applying quantitative method monte carlo simulation decision tree analysis incorporates multiple risks simultaneously determining overall impact overall project objective chapter perform quantitative risk analysis results quantitative analysis compared project plan baseline current give management estimate overall project risk answer important questions probability meeting projects objectives much contingency reserve eg reserves buffers time resources cost needed provide organization level certainty requires based upon risk tolerance parts project lineitem costs schedule activities contribute risk risks considered simultaneously individual risks contribute overall project risk estimating overall project risk using quantitative methods helps distinguish projects quantiﬁ ed risks threaten objectives beyond tolerance stakeholders objectives within acceptable tolerances even risk considered former may targeted vigorous risk responses aimed protecting objectives important stakeholders highlevel comparison quantitative qualitative risk analysis processes presented figure figure comparison qualitative quantitative approaches critical success factors perform quantitative risk analysis process,CHAPTER 7  -  PERFORM QUANTITATIVE RISK ANALYSIS,7.1 Purpose and Objectives of the Perform Quantitative Risk Analysis Process
45,45,11.4,11.4 PERFORM QUANTITATIVE RISK ANALYSIS,11.4.3,11.4 PERFORM QUANTITATIVE RISK ANALYSIS OUTPUTS,OUTPUTS,11.4.3.1 Project documents updates,11.4.3,project docum ents upda tes project documents considered outputs process include limited risk report described section risk report updated reﬂect results quantitative risk analysis typically include uuassessment overall project risk exposure overall project risk reﬂected two key measures u nchances project success indicated probability project achieve key objectives eg required end date interim milestones required cost target etc given identiﬁed individual project risks sources uncertainty u ndegree inherent variability remaining within project time analysis conducted indicated range possible project outcomes uudetailed probabilistic analysis project key outputs quantitative risk analysis presented scurves tornado diagrams criticality analysis together narrative interpretation results possible detailed results quantitative risk analysis may include u namount contingency reserve needed provide speciﬁed level conﬁdence u nidentiﬁcation individual project risks sources uncertainty greatest effect project critical path u nmajor drivers overall project risk greatest inﬂuence uncertainty project outcomes uuprioritized list individual project risks list includes individual project risks pose greatest threat present greatest opportunity project indicated sensitivity analysis uutrends quantitative risk analysis results analysis repeated different times project life cycle trends may become apparent inform planning risk responses uurecommended risk responses risk report may present suggested responses level overall project risk exposure key individual project risks based results quantitative risk analysis recommendations form inputs plan risk responses processeffective appropriate risk responses minimize individual threats maximize individual opportunities reduce overall project risk exposure unsuitable risk responses converse effect risks identiﬁed analyzed prioritized plans developed nominated risk owner addressing every individual project risk project team considers sufﬁciently important either threat poses project objectives opportunity offers project manager also consider respond appropriately current level overall project risk risk responses appropriate signiﬁcance risk costeffective meeting challenge realistic within project context agreed upon parties involved owned responsible person selecting optimal risk response several options often required strategy mix strategies likely effective selected risk structured decisionmaking techniques may used choose appropriate response large complex projects may appropriate use mathematical optimization model real options analysis basis robust economic analysis alternative risk response strategies speciﬁc actions developed implement agreedupon risk response strategy including primary backup strategies necessary contingency plan fallback plan developed implementation selected strategy turns fully effective accepted risk occurs secondary risks also identiﬁed secondary risks risks arise direct result implementing risk response contingency reserve often allocated time cost developed may include identiﬁcation conditions trigger use pl risk sponses inputs,['Section 11.2.3.2'],purpose objectives perform quantitative risk analysis process perform quantitative risk analysis process provides numerical estimate overall effect risk objectives project based current plans information considering risks simultaneously results type analysis used evaluate likelihood success achieving project objectives estimate contingency reserves usually time cost appropriate risks risk tolerance project stakeholders generally accepted analyzing uncertainty project using quantitative techniques monte carlo simulation may provide realism estimate overall project cost schedule nonprobabilistic approach assumes activity durations lineitem cost estimates deterministic however recognized quantitative risk analysis always required appropriate projects example qualitative risk analysis may provide enough information development effective risk responses especially smaller projects therefore plan risk management process beneﬁ ts quantitative risk analysis weighed effort required ensure additional insights value justify additional effort partial risk analyses qualitative risk analysis aim prioritizing individual risks viewed one time therefore cannot produce measures overall project risk risks considered simultaneously calculating estimates overall project risk focus perform quantitative risk analysis process speciﬁ c project risks usually best understood quantiﬁ ed detailed level lineitem cost schedule activity level contrast project objectives achievement projects budget schedule speciﬁ ed higher level often level total project overall risk analysis one uses quantitative techniques estimates implication quantiﬁ ed risks project objectives implementation overall risk analysis using quantitative methods requires complete accurate representation project objectives built individual project elements examples representations include project schedule cost estimate identifying risks individual project elements schedule activities lineitem costs level detail lends speciﬁ c assessment individual risks including generic risks broader effect individual project elements applying quantitative method monte carlo simulation decision tree analysis incorporates multiple risks simultaneously determining overall impact overall project objective chapter perform quantitative risk analysis results quantitative analysis compared project plan baseline current give management estimate overall project risk answer important questions probability meeting projects objectives much contingency reserve eg reserves buffers time resources cost needed provide organization level certainty requires based upon risk tolerance parts project lineitem costs schedule activities contribute risk risks considered simultaneously individual risks contribute overall project risk estimating overall project risk using quantitative methods helps distinguish projects quantiﬁ ed risks threaten objectives beyond tolerance stakeholders objectives within acceptable tolerances even risk considered former may targeted vigorous risk responses aimed protecting objectives important stakeholders highlevel comparison quantitative qualitative risk analysis processes presented figure figure comparison qualitative quantitative approaches critical success factors perform quantitative risk analysis process,CHAPTER 7  -  PERFORM QUANTITATIVE RISK ANALYSIS,7.1 Purpose and Objectives of the Perform Quantitative Risk Analysis Process
46,46,11.5,11.5 PLAN RISK RESPONSES,11.5.1,11.5 PLAN RISK RESPONSES INPUTS,INPUTS,11.5.1.1 Project management plan,11.5.1,project managem ent plan described section project management plan components include limited uuresource management plan described section resource management plan used help determine resources allocated agreedupon risk responses coordinated project resources uurisk management plan described section risk management roles responsibilities risk thresholds used process uucost baseline described section cost baseline information contingency fund allocated respond risks part guide,"['Section 4.2.3.1.', 'Section 9.1.3.1.', 'Section 11.1.3.1', 'Section 7.3.3.1.']",planning sessions planning sessions recommended order build common understanding projects risk approach project stakeholders gain agreement techniques used managing risk elaboration risk management plan often serves develop effective means team work together since similar consultative team approach used subsequent stages risk management process participants include project manager selected project team members stakeholders members broader organization responsibility risk subject matter experts facilitators needed point initial risk responsibilities methodology templates terms deﬁ nitions time schedules cost budgets project risk management processes assigned accepted speciﬁ cation tools used subsequent processes include parameters inputs required ensure applicability speciﬁ c project documented risk management plan formally approved principal deliverable plan risk management process chapter plan risk management templates,CHAPTER 4  -  PLAN RISK MANAGEMENT,4.3.1 Planning Sessions
47,47,11.5,11.5 PLAN RISK RESPONSES,11.5.1,11.5 PLAN RISK RESPONSES INPUTS,INPUTS,11.5.1.2 Project documents,11.5.1,project docum ents project documents considered inputs process include limited uulessons learned register described section lessons learned effective risk responses used earlier phases project reviewed determine similar responses might useful remainder project uuproject schedule described section schedule used determine agreedupon risk responses scheduled alongside project activities uuproject team assignments described section project team assignments show resources allocated agreedupon risk responses uuresource calendars described section resource calendars identify potential resources available allocated agreedupon risk responses uurisk register described section risk register contains details individual project risks identiﬁed prioritized risk responses required priority level risk help guide selection appropriate risk responses example highpriority threats opportunities may require priority action highly proactive response strategies threats opportunities lowpriority zone may require proactive management action beyond placed risk register part watch list adding contingency reserve risk register identiﬁes nominated risk owner risk may also contain preliminary risk responses identiﬁed earlier project risk management process risk register may provide data identiﬁed risks assist planning risk responses including root causes risk triggers warning signs risks requiring responses near term risks need additional analysis identiﬁed uurisk report described section risk report presents current level overall risk exposure project inform selection risk response strategy risk report may also list individual project risks priority order provide additional analysis distribution individual project risks may inform risk response selection uustakeholder register described section stakeholder register identiﬁes potential owners risk responses,"['Section 4.4.3.1.', 'Section 6.5.3.2.', 'Section 9.3.3.2.', 'Section 9.2.1.2.', 'Section 11.2.3.1', 'Section 11.2.3.2', 'Section 13.1.3.1']",purpose objectives plan risk responses process objective plan risk responses process determine set actions enhance chances project success complying applicable organizational project constraints risks identiﬁ ed analyzed prioritized plans developed addressing every risk project team considers sufﬁ ciently important either threat poses project objectives opportunity offers planning entails agreeing upon actions taken potential changes budget schedule resources scope actions might cause contingent risk response actions need executed optimum time reason response speciﬁ cation risk include description corresponding trigger conditions responsibility monitoring project conditions implementing corresponding actions clearly assigned every risk allocated risk owner part identify risks process corresponding risk responses assigned speciﬁ c risk action owner risk owner responsible ensuring risk response effective planning additional risk responses required whereas risk action owner responsible ensuring agreedupon risk responses carried planned timely manner role risk owner risk action owner may assigned single person responses implemented potential effects project objectives generate additional risks known secondary risks analyzed planned way risks initially identiﬁ ed never feasible even desirable eliminate threats project similarly also limit extent opportunities proactively managed may residual risks remain responses implemented residual risks clearly identiﬁ ed analyzed documented communicated relevant stakeholders chapter plan risk responses approved unconditional actions arising risk response planning integrated project management plan order ensure carried part normal project implementation corresponding organizational project management rules also invoked including following project change management conﬁ guration control x project planning budgeting scheduling x resource management x project communication planning x critical success factors plan risk responses process,CHAPTER 8  -  PLAN RISK RESPONSES,8.1 Purpose and Objectives of the Plan Risk Responses Process
48,48,11.5,11.5 PLAN RISK RESPONSES,11.5.1,11.5 PLAN RISK RESPONSES INPUTS,INPUTS,11.5.1.3 Enterprise environmental factors,11.5.1,enterpr ise environm ental factors enterprise environmental factors inﬂuence plan risk responses process include limited risk appetite thresholds key stakeholders,[],tracking trigger conditions trigger conditions corresponding metrics deﬁ ned plan risk responses process tools required evaluate track conditions project baseline speciﬁ ed thresholds based actual status chosen provide information risks related deliverables performance well projectrelated features time cost tracking overall risk,CHAPTER 9  -  MONITOR AND CONTROL RISKS,9.3.2 Tracking Trigger Conditions
49,49,11.5,11.5 PLAN RISK RESPONSES,11.5.1,11.5 PLAN RISK RESPONSES INPUTS,INPUTS,11.5.1.4 Organizational process assets,11.5.1,organizational proce ss asse ts organizational process assets inﬂuence plan risk responses process include limited uutemplates risk management plan risk register risk report uuhistorical databases uulessons learned repositories similar projects pl risk sponses ls tec hniques,[],prioritize risks probability impact overall project reasons constructing measure speciﬁ c risks importance entire project contrasted importance speciﬁ c objectives common reason ease communication management stakeholders single risk prioritization index needed organization explicit index created usually index reﬂ ects organizations preference among objectives technique creating overall risk priority measure documented plan risk management process chapter perform qualitative risk analysis categorize risk causes,CHAPTER 6  -  PERFORM QUALITATIVE RISK ANALYSIS,6.3.4 Prioritize Risks by Probability and Impact on Overall Project
50,50,11.5,11.5 PLAN RISK RESPONSES,11.5.2,11.5 PLAN RISK RESPONSES Tools and Techniques,Tools and Techniques,11.5.2.1 Expert judgment,11.5.2,exper judgment described section expertise considered individuals groups specialized knowledge following topics uuthreat response strategies uuopportunity response strategies uucontingent response strategies uuoverall project risk response strategies expert input may sought individuals particular subject matter expertise relevant speciﬁc individual project risk example specialist technical knowledge required part guide,['Section 4.1.2.1.'],ensure appropriate timely effective agreedupon responses general responses appropriate timely costeffective feasible achievable agreedupon assigned accepted proposed risk response plan needs assessed following criteria consistency organizational values project objectives stakeholder expectations x technical feasibility x ability project team risk action owners outside project carry corresponding x actions balance overall impact response project objectives improvement x risk proﬁ le project address threats opportunities,CHAPTER 8  -  PLAN RISK RESPONSES,"8.2.6 Ensure Appropriate, Timely, Effective, and Agreed-Upon Responses"
51,51,11.5,11.5 PLAN RISK RESPONSES,11.5.2,11.5 PLAN RISK RESPONSES Tools and Techniques,Tools and Techniques,11.5.2.2 Data gathering,11.5.2,data ga thering dataga thering techniques used process include limited interviews see section development responses individual project risks overall project risk may undertaken structured semistructured interviews see section risk owners stakeholders may also interviewed necessary interviewer promote environment trust confidentiality interview setting encourage honest unbiased decisions,"['Section 5.2.2.2)', 'Section 5.2.2.2)']",commitment collecting high quality risk data often highquality data risks available historic database gathered interviews workshops means using expert judgment present collection risk data requires resources time well management support unbiased data,CHAPTER 7  -  PERFORM QUANTITATIVE RISK ANALYSIS,7.2.3 Commitment to Collecting High Quality Risk Data
52,52,11.5,11.5 PLAN RISK RESPONSES,11.5.2,11.5 PLAN RISK RESPONSES Tools and Techniques,Tools and Techniques,11.5.2.3 Interpersonal and team skills,11.5.2,int erpersonal team kills interpersonal team skills used process includes limited facilitation see section use facilitation improves effectiveness developing responses individual project risks overall project risk skilled facilitator help risk owners understand risk identify compare alternative possible risk response strategies choose appropriate response strategy identify overcome sources bias,['Section 4.1.2.3)'],planning sessions planning sessions recommended order build common understanding projects risk approach project stakeholders gain agreement techniques used managing risk elaboration risk management plan often serves develop effective means team work together since similar consultative team approach used subsequent stages risk management process participants include project manager selected project team members stakeholders members broader organization responsibility risk subject matter experts facilitators needed point initial risk responsibilities methodology templates terms deﬁ nitions time schedules cost budgets project risk management processes assigned accepted speciﬁ cation tools used subsequent processes include parameters inputs required ensure applicability speciﬁ c project documented risk management plan formally approved principal deliverable plan risk management process chapter plan risk management templates,CHAPTER 4  -  PLAN RISK MANAGEMENT,4.3.1 Planning Sessions
53,53,11.5,11.5 PLAN RISK RESPONSES,11.5.2,11.5 PLAN RISK RESPONSES Tools and Techniques,Tools and Techniques,11.5.2.4 Strategies for threats,11.5.2,st rategies f threats five alternative strategies may considered dealing threats follows uuescalate escalation appropriate project team project sponsor agrees threat outside scope project proposed response would exceed project managers authority escalated risks managed program level portfolio level relevant part organization project level project manager determines notiﬁed threat communicates details person part organization important ownership escalated threats accepted relevant party organization threats usually escalated level matches objectives would affected threat occurred escalated threats monitored project team escalation although may recorded risk register informationuuavoid risk avoidance project team acts eliminate threat protect project impact may appropriate highpriority threats high probability occurrence large negative impact avoidance may involve changing aspect project management plan changing objective jeopardy order eliminate threat entirely reducing probability occurrence zero risk owner may also take action isolate project objectives risks impact occur examples avoidance actions may include removing cause threat extending schedule changing project strategy reducing scope risks avoided clarifying requirements obtaining information improving communication acquiring expertise uutransfer transfer involves shifting ownership threat third party manage risk bear impact threat occurs risk transfer often involves payment risk premium party taking threat transfer achieved range actions include limited use insurance performance bonds warranties guarantees etc agreements may used transfer ownership liability speciﬁed risks another party uumitigate risk mitigation action taken reduce probability occurrence andor impact threat early mitigation action often effective trying repair damage threat occurred adopting less complex processes conducting tests choosing stable seller examples mitigation actions mitigation may involve prototype development see section reduce risk scaling benchscale model process product possible reduce probability mitigation response might reduce impact targeting factors drive severity example designing redundancy system may reduce impact failure original component uuaccept risk acceptance acknowledges existence threat proactive action taken strategy may appropriate lowpriority threats may also adopted possible costeffective address threat way acceptance either active passive common active acceptance strategy establish contingency reserve including amounts time money resources handle threat occurs passive acceptance involves proactive action apart periodic review threat ensure change signiﬁcantly part guide,['Section 5.2.2.8)'],purpose objectives monitor control risks process primary objectives risk monitoring controlling track identiﬁ ed risks monitor residual risks identify new risks ensure risk response plans executed appropriate time evaluate effectiveness throughout project life cycle addition tracking managing risk response actions effectiveness project risk management processes reviewed provide improvements management current project well future ones risk set risks contingent response deﬁ ned corresponding set trigger conditions speciﬁ ed responsibility action owner ensure conditions effectively monitored corresponding actions carried deﬁ ned timely manner plan risk responses process complete approved unconditional response actions included deﬁ ned current project management plan ﬁ rst action risk monitoring controlling check whether case take appropriate action necessary invoking change management process respect missing actions ensure agreedupon actions carried within normal project execution framework risk owners risk action owners need briefed changes may affect responsibilities effective communication needs maintained project manager designated stakeholders accept accountability controlling potential outcomes speciﬁ c risks apply best efforts track associated trigger conditions carry agreedupon responses timely manner addition response actions trigger conditions mechanism measuring effectiveness response provided plan risk responses process risk action owner keep risk owner aware status response actions risk owner decide risk effectively dealt whether additional actions need planned implemented chapter monitor control risks project progresses additional information becomes available project environment may change risks occur whether foreseen unforeseen others become cease relevant planning therefore kept current project manager ensure periodic risk reassessment including risk identiﬁ cation analysis response planning repeated reasonable intervals response project eventswithout generating excessive administrative overhead typical reasons risk reassessment occurrence major unexpected risk need analyze complex change request phase end review project replanning major plan elaboration periodic review ensure information remains current event major organizational changes risk management planning may need revisited prior reassessing risks addition regular status reviews periodic audits performed determine strengths weaknesses handling risks within project entail identifying barriers effectiveness keys success risk management recognition could lead improvements risk management current future projects end project integrated analysis risk management process carried focus longterm process improvements analysis consolidates ﬁ ndings periodic audits identify lessons would applicable general large proportion organizations projects future appropriate levels resources adequate time analysis use tools level detail etc project closure project manager ensure description given closure every risk risk register example occur b occurred contingency plan invoked c occurred impact project scope ie time cost quality output audit risk management process consolidated speciﬁ c information respect projects experience risks generally applicable guidelines organization highlighted potential actions proposed applying lead update corresponding organizational process assets overview steps involved monitor control risks process given figure chapter monitor control risks figure schematic representation monitor control risks process critical success factors monitor control risks process,CHAPTER 9  -  MONITOR AND CONTROL RISKS,9.1 Purpose and Objectives of the Monitor and Control Risks Process
54,54,11.5,11.5 PLAN RISK RESPONSES,11.5.2,11.5 PLAN RISK RESPONSES Tools and Techniques,Tools and Techniques,11.5.2.5 Strategies for opportunities,11.5.2,st rategies f oppor tunities five alternative strategies may considered dealing opportunities follows uuescalate risk response strategy appropriate project team project sponsor agrees opportunity outside scope project proposed response would exceed project managers authority escalated opportunities managed program level portfolio level relevant part organization project level project manager determines notiﬁed opportunity communicates details person part organization important ownership escalated opportunities accepted relevant party organization opportunities usually escalated level matches objectives would affected opportunity occurred escalated opportunities monitored project team escalation although may recorded risk register information uuexploit exploit strategy may selected highpriority opportunities organization wants ensure opportunity realized strategy seeks capture beneﬁt associated particular opportunity ensuring deﬁnitely happens increasing probability occurrence examples exploiting responses may include assigning organizations talented resources project reduce time completion using new technologies technology upgrades reduce cost duration uushare sharing involves transferring ownership opportunity third party shares beneﬁt opportunity occurs important select new owner shared opportunity carefully best able capture opportunity beneﬁt project risk sharing often involves payment risk premium party taking opportunity examples sharing actions include forming risksharing partnerships teams specialpurpose companies joint ventures uuenhance enhance strategy used increase probability andor impact opportunity early enhancement action often effective trying improve beneﬁt opportunity occurred probability occurrence opportunity may increased focusing attention causes possible increase probability enhancement response might increase impact targeting factors drive size potential beneﬁt examples enhancing opportunities include adding resources activity ﬁnish early uuaccept accepting opportunity acknowledges existence proactive action taken strategy may appropriate lowpriority opportunities may also adopted possible costeffective address opportunity way acceptance either active passive common active acceptance strategy establish contingency reserve including amounts time money resources take advantage opportunity occurs passive acceptance involves proactive action apart periodic review opportunity ensure change signiﬁcantly,[],purpose objectives plan risk responses process objective plan risk responses process determine set actions enhance chances project success complying applicable organizational project constraints risks identiﬁ ed analyzed prioritized plans developed addressing every risk project team considers sufﬁ ciently important either threat poses project objectives opportunity offers planning entails agreeing upon actions taken potential changes budget schedule resources scope actions might cause contingent risk response actions need executed optimum time reason response speciﬁ cation risk include description corresponding trigger conditions responsibility monitoring project conditions implementing corresponding actions clearly assigned every risk allocated risk owner part identify risks process corresponding risk responses assigned speciﬁ c risk action owner risk owner responsible ensuring risk response effective planning additional risk responses required whereas risk action owner responsible ensuring agreedupon risk responses carried planned timely manner role risk owner risk action owner may assigned single person responses implemented potential effects project objectives generate additional risks known secondary risks analyzed planned way risks initially identiﬁ ed never feasible even desirable eliminate threats project similarly also limit extent opportunities proactively managed may residual risks remain responses implemented residual risks clearly identiﬁ ed analyzed documented communicated relevant stakeholders chapter plan risk responses approved unconditional actions arising risk response planning integrated project management plan order ensure carried part normal project implementation corresponding organizational project management rules also invoked including following project change management conﬁ guration control x project planning budgeting scheduling x resource management x project communication planning x critical success factors plan risk responses process,CHAPTER 8  -  PLAN RISK RESPONSES,8.1 Purpose and Objectives of the Plan Risk Responses Process
55,55,11.5,11.5 PLAN RISK RESPONSES,11.5.2,11.5 PLAN RISK RESPONSES Tools and Techniques,Tools and Techniques,11.5.2.6 Contingent response strategies,11.5.2,conting ent spons e st rategies responses designed use certain events occur risks appropriate project team make response plan executed certain predeﬁned conditions believed sufﬁcient warning implement plan events trigger contingency response missing intermediate milestones gaining higher priority seller deﬁned tracked risk responses identiﬁed using technique often called contingency plans fallback plans include identiﬁed triggering events set plans effect,[],early identiﬁ cation risk identiﬁ cation performed early possible project lifecycle recognizing paradox uncertainty high initial stages project often less information base risk identiﬁ cation early risk identiﬁ cation enables key project decisions take maximum account risks inherent project may result changes project strategy also maximizes time available development implementation risk responses enhances efﬁ ciency since responses taken early often normally less costly later ones chapter identify risks iterative identiﬁ cation,CHAPTER 5  -  IDENTIFY RISKS,5.2.1 Early Identiﬁ cation
56,56,11.5,11.5 PLAN RISK RESPONSES,11.5.2,11.5 PLAN RISK RESPONSES Tools and Techniques,Tools and Techniques,11.5.2.7 Strategies for overall project risk,11.5.2,st rategies f overall project risk risk responses planned implemented individual project risks also address overall project risk risk response strategies used deal individual project risks also applied overall project risk uuavoid level overall project risk signiﬁcantly negative outside agreedupon risk thresholds project avoid strategy may adopted involves taking focused action reduce negative effect uncertainty project whole bring project back within thresholds example avoidance overall project level would include removal highrisk elements scope project possible bring project back within thresholds project may canceled represents extreme degree risk avoidance used overall level threat remain unacceptable uuexploit level overall project risk signiﬁcantly positive outside agreedupon risk thresholds project exploit strategy may adopted involves taking focused action capture positive effect uncertainty project whole example exploiting overall project level would include addition highbeneﬁt elements scope project add value beneﬁts stakeholders alternatively risk thresholds project may modiﬁed agreement key stakeholders order embrace opportunity uutransfershare level overall project risk high organization unable address effectively third party may involved manage risk behalf organization overall project risk negative transfer strategy required may involve payment risk premium case high positive overall project risk ownership may shared order reap associated beneﬁts examples transfer share strategies overall project risk include limited setting collaborative business structure buyer seller share overall project risk launching joint venture specialpurpose company subcontracting key elements project part guideuumitigateenhance strategies involve changing level overall project risk optimize chances achieving projects objectives mitigation strategy used overall project risk negative enhancement applies positive examples mitigation enhancement strategies include replanning project changing scope boundaries project modifying project priority changing resource allocations adjusting delivery times etc uuaccept proactive risk response strategy possible address overall project risk organization may choose continue project currently deﬁned even overall project risk outside agreedupon thresholds acceptance either active passive common active acceptance strategy establish overall contingency reserve project including amounts time money resources used project exceeds thresholds passive acceptance involves proactive action apart periodic review level overall project risk ensure change signiﬁcantly,[],purpose objectives monitor control risks process primary objectives risk monitoring controlling track identiﬁ ed risks monitor residual risks identify new risks ensure risk response plans executed appropriate time evaluate effectiveness throughout project life cycle addition tracking managing risk response actions effectiveness project risk management processes reviewed provide improvements management current project well future ones risk set risks contingent response deﬁ ned corresponding set trigger conditions speciﬁ ed responsibility action owner ensure conditions effectively monitored corresponding actions carried deﬁ ned timely manner plan risk responses process complete approved unconditional response actions included deﬁ ned current project management plan ﬁ rst action risk monitoring controlling check whether case take appropriate action necessary invoking change management process respect missing actions ensure agreedupon actions carried within normal project execution framework risk owners risk action owners need briefed changes may affect responsibilities effective communication needs maintained project manager designated stakeholders accept accountability controlling potential outcomes speciﬁ c risks apply best efforts track associated trigger conditions carry agreedupon responses timely manner addition response actions trigger conditions mechanism measuring effectiveness response provided plan risk responses process risk action owner keep risk owner aware status response actions risk owner decide risk effectively dealt whether additional actions need planned implemented chapter monitor control risks project progresses additional information becomes available project environment may change risks occur whether foreseen unforeseen others become cease relevant planning therefore kept current project manager ensure periodic risk reassessment including risk identiﬁ cation analysis response planning repeated reasonable intervals response project eventswithout generating excessive administrative overhead typical reasons risk reassessment occurrence major unexpected risk need analyze complex change request phase end review project replanning major plan elaboration periodic review ensure information remains current event major organizational changes risk management planning may need revisited prior reassessing risks addition regular status reviews periodic audits performed determine strengths weaknesses handling risks within project entail identifying barriers effectiveness keys success risk management recognition could lead improvements risk management current future projects end project integrated analysis risk management process carried focus longterm process improvements analysis consolidates ﬁ ndings periodic audits identify lessons would applicable general large proportion organizations projects future appropriate levels resources adequate time analysis use tools level detail etc project closure project manager ensure description given closure every risk risk register example occur b occurred contingency plan invoked c occurred impact project scope ie time cost quality output audit risk management process consolidated speciﬁ c information respect projects experience risks generally applicable guidelines organization highlighted potential actions proposed applying lead update corresponding organizational process assets overview steps involved monitor control risks process given figure chapter monitor control risks figure schematic representation monitor control risks process critical success factors monitor control risks process,CHAPTER 9  -  MONITOR AND CONTROL RISKS,9.1 Purpose and Objectives of the Monitor and Control Risks Process
57,57,11.5,11.5 PLAN RISK RESPONSES,11.5.2,11.5 PLAN RISK RESPONSES Tools and Techniques,Tools and Techniques,11.5.2.8 Data analysis,11.5.2,data analy sis number alternative risk response strategies may considered data analysis techniques used select preferred risk response strategy include limited uualternatives analysis simple comparison characteristics requirements alternative risk response options lead decision response appropriate uucostbenefit analysis impact individual project risk quantiﬁed monetary terms costeffectiveness alternative risk response strategies determined using costbeneﬁt analysis see section ratio change impact level divided implementation cost gives cost effectiveness response strategy higher ratio indicating effective response,['Section 8.1.2.3)'],response selection set potential responses risks addressed established decisionsupport techniques may need applied select best possible subset responses selection process take account cost responses impact project objectives uncertainty outcomes possible secondary residual risks identify risks perform quantitative risk analysis plan risk responses processes may need applied resultant project management plan residual secondary risks would entail iterative approach continues individual risks deemed acceptable overall risk within predeﬁ ned threshold action planning,CHAPTER 8  -  PLAN RISK RESPONSES,8.4.2 Response Selection
