,numChapter,Chapter,numSubChapter,subTitle,content,Ref
65,7,CHAPTER 7  -  PERFORM QUANTITATIVE RISK ANALYSIS,7.3.3,7.3.3 Quantitative Method Appropriate to Analyzing Uncertainty,"['7.3.3 Quantitative Method Appropriate to Analyzing Uncertainty Probability models use a quantitative method that addresses uncertainty. Speciﬁ cally, the methods should be able to handle the way uncertainty is represented, predominantly as probability of an event’s occurring or as probability distributions for a range of outcomes. A good example of this is the use of Monte Carlo simulation tools that permit the combination of probability distributions of line-item costs or schedule activity durations, many of which are uncertain. 7.3.4 Data Gathering Tools']",[]
66,7,CHAPTER 7  -  PERFORM QUANTITATIVE RISK ANALYSIS,7.3.4,7.3.4 Data Gathering Tools,"['7.3.4 Data Gathering Tools Data gathering tools used in this process include assessment of historical data and workshops, interviews, or questionnaires to gather quantiﬁ ed information—for example, on the probability of a risk occurring, a probability distribution of its potential impacts on cost or time, or relationships such as correlation between risks.417 CHAPTER 7 − PERFORM QUANTITATIVE RISK ANALYSIS 7.3.5 Effective Presentation of Quantitative Analysis Results']",[]
67,7,CHAPTER 7  -  PERFORM QUANTITATIVE RISK ANALYSIS,7.3.5,7.3.5 Effective Presentation of Quantitative Analysis Results,"['7.3.5 Effective Presentation of Quantitative Analysis Results Results from the quantitative tools are generally not available in standard deterministic project management methods such as project scheduling or cost estimating. Examples of these are the probability distribution of project completion dates or total costs and the expected value of a project decision. These results, when all risks are considered simultaneously, include the following: Probability of achieving a project objective such as ﬁ nishing on time or within budget. • Amount of contingency reserve in cost, time, or resources needed to provide a required level of • conﬁ dence. Identity or location within the project model of the most important risks. An example of this is a • sensitivity analysis in a cost risk analysis or a criticality analysis in a schedule risk analysis. The elements of a quantitative risk analysis are illustrated in Figure 7-2. Figure 7-2. Structure of a Quantitative Risk Analysis427 CHAPTER 7 − PERFORM QUANTITATIVE RISK ANALYSIS 7.3.6 Iterative Quantitative Risk Analysis']","['Figure 7-2', 'Figure 7-2']"
68,7,CHAPTER 7  -  PERFORM QUANTITATIVE RISK ANALYSIS,7.3.6,7.3.6 Iterative Quantitative Risk Analysis,"['7.3.6 Iterative Quantitative Risk Analysis The success of the Perform Quantitative Risk Analysis process is enhanced if the process is used periodically throughout the project. It is impossible to know in advance all of the risks that may occur in a project. Often quantitative risk analysis should be repeated as the project proceeds. The frequency of this effort will be determined during the Plan Risk Management process but will also depend on events within the project itself (see Monitor and Control Risks, Chapter 9). 7.3.7 Information for Response Planning']",[]
69,7,CHAPTER 7  -  PERFORM QUANTITATIVE RISK ANALYSIS,7.3.7,7.3.7 Information for Response Planning,"['7.3.7 Information for Response Planning Overall project contingency reserve in time and cost should be reﬂ ected in the project’s schedule and budget. Quantitative risk analysis provides information that may be used to modify the project plan. If the overall risk to time and cost indicates that an adjustment in scope is needed, the scope changes are agreed upon and documented and a new quantitative risk analysis is carried out to reﬂ ect the new aspects of the project. 7.4 Documenting the Results of the Perform Quantitative Risk Analysis Process']",[]
70,7,CHAPTER 7  -  PERFORM QUANTITATIVE RISK ANALYSIS,7.4 ,7.4 Documenting the Results of the Perform Quantitative Risk Analysis Process,"['7.4 Documenting the Results of the Perform Quantitative Risk Analysis Process The contingency reserves calculated in quantitative project cost and schedule risk analysis are incorporated, respectively, into the cost estimate and the schedule to establish a prudent target and a realistic expectation for the project. Contingency reserves may also be established to provide for the capture of opportunities that are judged to be priorities for the project. If the contingency reserve required exceeds the time or resources available, changes in the project scope and plan may result. Also, the results of the analysis may provide more or less urgency to risk response (see Plan Risk Responses, Chapter 8) depending on the probability of achieving the plan’s objectives or the amount of contingency reserve required to provide the necessary level of conﬁ dence. The results of a quantitative risk analysis are recorded and passed on to the person and/or group responsible for project management within the organization for any further actions required to make full use of these results.438 CHAPTER']",[]
71,8,CHAPTER 8  -  PLAN RISK RESPONSES,8.1 ,8.1 Purpose and Objectives of the Plan Risk Responses Process,"['8.1 Purpose and Objectives of the Plan Risk Responses Process The objective of the Plan Risk Responses process is to determine the set of actions which most enhance the chances of project success while complying with applicable organizational and project constraints. Once risks have been identiﬁ ed, analyzed, and prioritized, plans should be developed for addressing every risk the project team considers to be sufﬁ ciently important, either because of the threat it poses to the project objectives or the opportunity it offers. The planning entails agreeing upon the actions to be taken and the potential changes to budget, schedule, resources, and scope which these actions might cause. Contingent risk response actions need to be executed at the optimum time. For this reason, the response speciﬁ cation for each such risk should include a description of any corresponding trigger conditions. The responsibility for monitoring the project conditions and implementing the corresponding actions should be clearly assigned. Every risk should have been allocated to a risk owner as part of the Identify Risks process, and each of the corresponding risk responses should now be assigned to a speciﬁ c risk action owner. The risk owner is responsible for ensuring that the risk response is effective and for planning additional risk responses if required, whereas the risk action owner is responsible for ensuring that the agreed-upon risk responses are carried out as planned, in a timely manner. The role of the risk owner and that of the risk action owner may be assigned to a single person. Responses, when implemented, can have potential effects on the project objectives and, as such, can generate additional risks. These are known as secondary risks and have to be analyzed and planned for in the same way as those risks which were initially identiﬁ ed. It is never feasible or even desirable to eliminate all threats from a project. Similarly, there is also a limit to the extent to which opportunities can be proactively managed. There may be residual risks that will remain after the responses have been implemented. These residual risks should be clearly identiﬁ ed, analyzed, documented, and communicated to all relevant stakeholders.448 CHAPTER 8 − PLAN RISK RESPONSES All the approved, unconditional actions arising from risk response planning should be integrated into the project management plan in order to ensure that they are carried out as part of normal project implementation. The corresponding organizational and project management rules should also be invoked, including the following: Project change management and conﬁ guration control; \x81 Project planning, budgeting, and scheduling; \x81 Resource management; and \x81 Project communication planning. \x81 8.2 Critical Success Factors for the Plan Risk Responses Process']",[]
72,8,CHAPTER 8  -  PLAN RISK RESPONSES,8.2 ,8.2 Critical Success Factors for the Plan Risk Responses Process,['8.2 Critical Success Factors for the Plan Risk Responses Process A range of factors are important for the success of the Plan Risk Responses process. These are described in Sections 8.2.1 through 8.2.8 and shown in Figure 8-1. Figure 8-1. Critical Success Factors for Risk Response Planning 8.2.1 Communicate'],"['Figure 8-1', 'Figure 8-1']"
73,8,CHAPTER 8  -  PLAN RISK RESPONSES,8.2.1,8.2.1 Communicate,"['8.2.1 Communicate Communication with the various stakeholders should be maintained in an open and appropriate manner. The resulting plans are disseminated and approval obtained in order to ensure full acceptance by all stakeholders. In addition, if organizational causes of risks, such as culture, attitudes, or disagreements concerning objectives are present, they should be addressed openly. This may require involving high levels of the organization’s management and other stakeholders.458 CHAPTER 8 − PLAN RISK RESPONSES 8.2.2 Clearly Deﬁ ne Risk-Related Roles and Responsibilities']",[]
74,8,CHAPTER 8  -  PLAN RISK RESPONSES,8.2.2,8.2.2 Clearly Deﬁ ne Risk-Related Roles and Responsibilities,"['8.2.2 Clearly Deﬁ ne Risk-Related Roles and Responsibilities The risk response success will be dependent upon the full support and involvement of the project team and other stakeholders. The key roles for Project Risk Management are those of risk owner and risk action owner. A single risk owner should be assigned to every identiﬁ ed risk, and each agreed-upon risk response should have a single risk action owner. The people with the corresponding responsibilities should be aware of what is expected of them, and the other project stakeholders should understand and accept the needs and authority of these roles. Management may take ownership of risks with political, organizational causes. In addition, senior management should approve and track associated risk-related contingency reserves. 8.2.3 Specify Timing of Risk Responses']",[]
75,8,CHAPTER 8  -  PLAN RISK RESPONSES,8.2.3,8.2.3 Specify Timing of Risk Responses,"['8.2.3 Specify Timing of Risk Responses Agreed-upon responses should be integrated into the project management plan and will therefore be scheduled and assigned for execution. The responses that depend on uncertain conditions should also be monitored so as to be performed if the conditions warrant them. 8.2.4 Provide Resources, Budget, and Schedule for Responses']",[]
76,8,CHAPTER 8  -  PLAN RISK RESPONSES,8.2.4,"8.2.4 Provide Resources, Budget, and Schedule for Responses","['8.2.4 Provide Resources, Budget, and Schedule for Responses Each response should be planned in detail in accordance with the methodology of the project and integrated into the project management plan. This entails estimating the resources, costs, and duration; updating the budget and schedule; obtaining approval from management; and obtaining commitment from the risk owners and risk action owners. Management’s role at this stage is vital for supporting the project manager in developing risk responses and authorizing the corresponding resources. 8.2.5 Address the Interaction of Risks and Responses']",[]
77,8,CHAPTER 8  -  PLAN RISK RESPONSES,8.2.5,8.2.5 Address the Interaction of Risks and Responses,"['8.2.5 Address the Interaction of Risks and Responses Responses may be developed to address risks related either by cause and effect or by common root cause. Categorization of risks, for example by using tools such as the risk breakdown structure, afﬁ nity diagram, or other categorizing tools, may help identify and address this situation. There is also a need during the Plan Risk Responses process to consider the risks aggregated during the Perform Quantitative Risk Analysis process (e.g., ten small, related risks combined may pose a big risk to the project), and then to develop generic responses where possible. Another interaction effect that may occur is when one risk, if it occurs, may affect the probability or impact of other risks. Deciding on the response strategy may require a compromise, since some proposed responses may be mutually exclusive or counterproductive. For example mitigating a threat to time could cost money, thereby increasing pressure on the budget. Risk response planning also needs to take a holistic view of all proposed responses and make sure they are coherent.468 CHAPTER 8 − PLAN RISK RESPONSES The challenge therefore in planning responses to risks is the need to control the potential effects of the strategy developed for treating the original risk. If this is overlooked, the total level of threat in a project can actually increase, or the potential for opportunities can be compromised. 8.2.6 Ensure Appropriate, Timely, Effective, and Agreed-Upon Responses']",[]
78,8,CHAPTER 8  -  PLAN RISK RESPONSES,8.2.6,"8.2.6 Ensure Appropriate, Timely, Effective, and Agreed-Upon Responses","['8.2.6 Ensure Appropriate, Timely, Effective, and Agreed-Upon Responses In general, responses should be appropriate, timely, cost-effective, feasible, achievable, agreed-upon, assigned, and accepted. Any proposed risk response plan needs to be assessed against the following criteria: Consistency with organizational values, project objectives, and stakeholder expectations; \x81 Technical feasibility; \x81 Ability of the project team or risk action owners outside the project to carry out the corresponding \x81 actions; and Balance between overall impact of the response on the project objectives and the improvement in \x81 the risk proﬁ le of the project. 8.2.7 Address Both Threats and Opportunities']",[]
79,8,CHAPTER 8  -  PLAN RISK RESPONSES,8.2.7,8.2.7 Address Both Threats and Opportunities,"['8.2.7 Address Both Threats and Opportunities Risk response planning should combine responses that address the threats as well as those that provide for opportunities into a single, integrated plan. If either threats or opportunities are not fully addressed, the combined set of response strategies will be incomplete and may even be invalid. 8.2.8 Develop Strategies before Tactical Responses']",[]
80,8,CHAPTER 8  -  PLAN RISK RESPONSES,8.2.8,8.2.8 Develop Strategies before Tactical Responses,"['8.2.8 Develop Strategies before Tactical Responses Risk response planning should be carried out in an open-minded manner rather than adopting the ﬁ rst response that seems to be feasible. The responses should be planned at a general, strategic level and the strategy validated and agreed upon, prior to developing the detailed tactical approach. Once the responses have been planned at a strategic level, they should be expanded into actions at the tactical level and integrated into the project management plan (e.g., schedule, budget, and resource assignments). This activity may generate additional secondary risks, which will need to be addressed at this time. 8.3 Risk Response Strategies']",[]
81,8,CHAPTER 8  -  PLAN RISK RESPONSES,8.3 ,8.3 Risk Response Strategies,"['8.3 Risk Response Strategies The project manager should develop risk response strategies for individual risks, sets of risks, and project-level risks. An overview of the steps in arriving at a complete set of responses is given in Figure 8-2. The affected stakeholders should be involved in determining the strategies. Once the strategies have been selected, they need to be agreed upon by the entity that approves those strategies. There are four strategies which address individual risks for threats and opportunities as described in Sections 8.3.1 through 8.3.4 (see also Fig. 8-2).478 CHAPTER 8 − PLAN RISK RESPONSES 8.3.1 Avoid a Threat or Exploit an Opportunity']",['Figure 8-2']
82,8,CHAPTER 8  -  PLAN RISK RESPONSES,8.3.1,8.3.1 Avoid a Threat or Exploit an Opportunity,"['8.3.1 Avoid a Threat or Exploit an Opportunity This strategy involves taking the actions required to address a threat or an opportunity in order to ensure either that the threat cannot occur or can have no effect on the project, or that the opportunity will occur and the project will be able to take advantage of it. 8.3.2 Transfer a Threat or Share an Opportunity']",[]
83,8,CHAPTER 8  -  PLAN RISK RESPONSES,8.3.2,8.3.2 Transfer a Threat or Share an Opportunity,['8.3.2 Transfer a Threat or Share an Opportunity This strategy entails transference to a third party that is better positioned to address a particular threat or opportunity. 8.3.3 Mitigate a Threat or Enhance an Opportunity'],[]
84,8,CHAPTER 8  -  PLAN RISK RESPONSES,8.3.3,8.3.3 Mitigate a Threat or Enhance an Opportunity,"['8.3.3 Mitigate a Threat or Enhance an Opportunity Mitigation and enhancement are the most widely applicable and widely used response strategies. Here, the approach is to identify actions that will decrease the probability and/or the impact of a threat, and increase the probability and/or the impact of an opportunity. 8.3.4 Accept a Threat or an Opportunity']",[]
85,8,CHAPTER 8  -  PLAN RISK RESPONSES,8.3.4,8.3.4 Accept a Threat or an Opportunity,"['8.3.4 Accept a Threat or an Opportunity This strategy applies when the other strategies are not considered applicable or feasible. Acceptance entails taking no action unless the risk actually occurs, in which case contingency or fallback plans may be developed ahead of time, to be implemented if the risk presents itself. 8.3.5 Applying Risk Response Strategies to Overall Project Risk']",[]
86,8,CHAPTER 8  -  PLAN RISK RESPONSES,8.3.5,8.3.5 Applying Risk Response Strategies to Overall Project Risk,"['8.3.5 Applying Risk Response Strategies to Overall Project Risk In addition to responding to individual risks, the four risk response strategies can be applied to address overall project risk as follows: Cancel the project, as a last resort, if the overall level of risk remains unacceptable. \x81 Set up a business structure in which the customer and the supplier share the risk. \x81 Re-plan the project or change the scope and boundaries of the project, for example, by modifying the \x81 project priority, resource allocations, delivery calendar, etc. Pursue the project despite a risk exposure that exceeds the desired level. \x81 8.4 Tools and Techniques for the Plan Risk Responses Process']",[]
87,8,CHAPTER 8  -  PLAN RISK RESPONSES,8.4 ,8.4 Tools and Techniques for the Plan Risk Responses Process,"['8.4 Tools and Techniques for the Plan Risk Responses Process There are four categories of tools and techniques, as follows: Creativity tools to identify potential responses, \x81 Decision-support tools for determining the optimal potential response. \x81 Strategy implementation techniques designed to turn a strategy into action, and \x81 Tools to transfer control to the Monitor and Control Risks process. \x81488 CHAPTER 8 − PLAN RISK RESPONSES These categories of tools can be used respectively to identify potential responses, select the most appropriate response, translate strategy into planning, and assign the corresponding actions. The steps involved in planning risk responses are shown in Figure 8.2. 8.4.1 Response Identiﬁ cation']",[]
88,8,CHAPTER 8  -  PLAN RISK RESPONSES,8.4.1,8.4.1 Response Identiﬁ cation,"['8.4.1 Response Identiﬁ cation Risk response planning builds on the available information about the potential risks and aims to determine the optimal set of responses. For this reason, it should involve subject matter experts and employ creativity techniques in order to explore all of the options. Project planning and execution techniques are then required to evaluate the potential effects of the various options on the project’s objectives. 8.4.2 Response Selection']",[]
89,8,CHAPTER 8  -  PLAN RISK RESPONSES,8.4.2,8.4.2 Response Selection,"['8.4.2 Response Selection Once the set of potential responses for the risks being addressed is established, decision-support techniques may need to be applied to select the best possible subset from these responses. The selection process should take into account the cost of the responses, the impact on the project objectives, uncertainty of outcomes and the possible secondary and residual risks. The Identify Risks, Perform Quantitative Risk Analysis, and Plan Risk Responses processes may then need to be applied to the resultant project management plan and the residual and secondary risks that it would entail. This iterative approach continues until all of the individual risks are deemed acceptable and the overall risk is within a predeﬁ ned threshold. 8.4.3 Action Planning']",[]
90,8,CHAPTER 8  -  PLAN RISK RESPONSES,8.4.3,8.4.3 Action Planning,"['8.4.3 Action Planning Project planning tools are used to turn the chosen strategies into concrete actions and to integrate these into existing plans. The corresponding actions may be unconditional (i.e., integrated into the project management plan) or contingent on a trigger condition and predeﬁ ned as a contingency response strategy. 8.4.4 Ownership and Responsibility Assignment']",[]
91,8,CHAPTER 8  -  PLAN RISK RESPONSES,8.4.4,8.4.4 Ownership and Responsibility Assignment,"['8.4.4 Ownership and Responsibility Assignment The project manager needs to use resource assignment processes to ensure the availability of an owner for each risk and for each response action, so that each associated risk is managed and each corresponding risk response is carried out in a timely and effective manner. To enable risk monitoring to identify the imminence or actual occurrence of the corresponding event, every contingency response strategy should include a set of trigger conditions. The responsibility for monitoring these conditions should be clearly assigned in the Plan Risk Responses process and managed in the Monitor and Control Risks process.498 CHAPTER 8 − PLAN RISK RESPONSES The strategic deﬁ nition of risk responses should include measurable criteria for success of the response. Risk action owners should monitor their assigned risks, take agreed-upon actions as required, and provide the risk owners with relevant information on status or changes to the risk characteristics. Risk owners should assess the effectiveness of any actions, decide whether additional actions are required, and keep the project manager informed of the situation. Figure 8-2. The Steps Involved in Planning Risk Responses508 CHAPTER 8 − PLAN RISK RESPONSES 8.5 Documenting the Results of the Plan Risk Responses Process']",['Figure 8-2']
92,8,CHAPTER 8  -  PLAN RISK RESPONSES,8.5 ,8.5 Documenting the Results of the Plan Risk Responses Process,"['8.5 Documenting the Results of the Plan Risk Responses Process Risk response planning is based on the information placed in the risk register during execution of the Identify Risks and Perform Analysis processes. The corresponding risk response information is often referred to as the risk response plan, although it may in fact be an integral part of the risk register. 8.5.1 Add Risk Responses to the Risk Register']",[]
93,8,CHAPTER 8  -  PLAN RISK RESPONSES,8.5.1,8.5.1 Add Risk Responses to the Risk Register,['8.5.1 Add Risk Responses to the Risk Register The response-related information for each risk is recorded in the risk register and updated regularly. Any interested stakeholder should be able to rapidly access all the information required to verify their responsibilities and manage the risk in accordance with the risk response plan. The set of residual risks and their priorities are clearly identiﬁ ed and recorded. 8.5.2 Add Corresponding Risk Responses to the Project Management Plan'],[]
94,8,CHAPTER 8  -  PLAN RISK RESPONSES,8.5.2,8.5.2 Add Corresponding Risk Responses to the Project Management Plan,"['8.5.2 Add Corresponding Risk Responses to the Project Management Plan While developing the detailed set of risk responses, the project-related implications are evaluated for inclusion in a modiﬁ ed project management plan. These include costs, resource assignments, scheduling details, and changes to project documentation. Until these changes are formally approved along with the additional risks that they may carry, risk response planning cannot be considered complete. 8.5.3 Review and Document Predicted Exposure']",[]
95,8,CHAPTER 8  -  PLAN RISK RESPONSES,8.5.3,8.5.3 Review and Document Predicted Exposure,"['8.5.3 Review and Document Predicted Exposure Once the risk responses have been deﬁ ned and integrated into the project management plan, the individual and overall residual risks related to this plan are evaluated in order to determine whether additional response planning is required, as shown in Figure 8-2. This evaluation should provide an estimate of both the expected post-response situation and the potential improvement of the risk exposure assuming that the proposed responses are effective. The evaluation should be documented.519 CHAPTER']",['Figure 8-2']
96,9,CHAPTER 9  -  MONITOR AND CONTROL RISKS,9.1 ,9.1 Purpose and Objectives of the Monitor and Control Risks Process,"['9.1 Purpose and Objectives of the Monitor and Control Risks Process The primary objectives of risk monitoring and controlling are to track identiﬁ ed risks, monitor residual risks, identify new risks, ensure that risk response plans are executed at the appropriate time, and evaluate their effectiveness throughout the project life cycle. In addition to tracking and managing the risk response actions, the effectiveness of all of the Project Risk Management processes should be reviewed to provide improvements to the management of the current project as well as future ones. For each risk or set of risks for which a contingent response has been deﬁ ned, the corresponding set of trigger conditions should have been speciﬁ ed. It is the responsibility of the action owner to ensure that these conditions are effectively monitored and that the corresponding actions are carried out as deﬁ ned, in a timely manner. Once the Plan Risk Responses process is complete, all of the approved unconditional response actions should have been included and deﬁ ned in the current project management plan. The ﬁ rst action of risk monitoring and controlling is to check whether this is the case and take any appropriate action if necessary, such as invoking the change management process with respect to any missing actions. This will then ensure that the agreed-upon actions are carried out within the normal project execution framework. The risk owners and risk action owners need to be briefed on any changes that may affect their responsibilities. Effective communication needs to be maintained between them and the project manager so that the designated stakeholders accept accountability for controlling the potential outcomes of speciﬁ c risks, apply their best efforts to track the associated trigger conditions and carry out the agreed-upon responses in a timely manner. In addition to the response actions and trigger conditions, a mechanism for measuring the effectiveness of the response is provided by the Plan Risk Responses process. The risk action owner should keep the risk owner aware of the status of the response actions so that the risk owner can decide when the risk has been effectively dealt with, or whether additional actions need to be planned and implemented.529 CHAPTER 9 − MONITOR AND CONTROL RISKS As the project progresses, additional information becomes available and the project environment may change as some risks occur, whether foreseen or unforeseen, and others become or cease to be relevant. The planning should therefore be kept current and the project manager should ensure that periodic risk reassessment, including risk identiﬁ cation, analysis, and response planning, is repeated at reasonable intervals, or in response to project events—without generating excessive administrative overhead. Typical reasons for risk reassessment are: Occurrence of a major or unexpected risk, • Need to analyze a complex change request, • Phase end review, • Project re-planning or major plan elaboration, and • Periodic review to ensure that the information remains current. • In the event of major organizational changes, risk management planning may need to be revisited prior to reassessing the risks. In addition to the regular status reviews, periodic audits should be performed to determine strengths and weaknesses in handling risks within the project. This should entail identifying any barriers to effectiveness or keys to success in risk management, recognition of which could lead to improvements in risk management of the current or future projects. At the end of the project, an integrated analysis of the risk management process should be carried out with a focus on long-term process improvements. This analysis consolidates the ﬁ ndings of the periodic audits to identify lessons that would be applicable in general to a large proportion of the organization’s projects in the future, such as appropriate levels of resources, adequate time for the analysis, use of tools, level of detail, etc. At project closure, the project manager should ensure that a description has been given of the closure of every risk in the risk register, for example: (a) did not occur; (b) occurred and contingency plan invoked; or (c) occurred and impact to the project scope (i.e., time, cost, and quality). The output of the audit of the risk management process should be consolidated with speciﬁ c information with respect to the project’s experience of risks, and any generally applicable guidelines for the organization should be highlighted and potential actions proposed for applying them. This can lead to an update to the corresponding organizational process assets. An overview of the steps involved in the Monitor and Control Risks process is given in Figure 9-1.539 CHAPTER 9 − MONITOR AND CONTROL RISKS Figure 9-1. Schematic Representation of the Monitor and Control Risks Process 9.2 Critical Success Factors for the Monitor and Control Risks Process']","['Figure 9-1', 'Figure 9-1']"
97,9,CHAPTER 9  -  MONITOR AND CONTROL RISKS,9.2 ,9.2 Critical Success Factors for the Monitor and Control Risks Process,['9.2 Critical Success Factors for the Monitor and Control Risks Process Critical success factors relate to maintaining risk awareness throughout the project and include the characteristics and capabilities detailed in Sections 9.2.1 through 9.2.3. 9.2.1 Integrate Risk Monitoring and Control with Project Monitoring and Control'],[]
98,9,CHAPTER 9  -  MONITOR AND CONTROL RISKS,9.2.1,9.2.1 Integrate Risk Monitoring and Control with Project Monitoring and Control,"['9.2.1 Integrate Risk Monitoring and Control with Project Monitoring and Control From the start, the project management plan should include the actions required to monitor and control project risk. This should be set up early in the project planning cycle, and then adjusted in view of the risk response planning decisions adding, for example, the actions associated with monitoring speciﬁ c conditions or metrics. Once risk response planning has been carried out, the project schedule should include all of the agreed-upon, response-related actions so that they can be carried out as a normal part of project execution and tracked accordingly.549 CHAPTER 9 − MONITOR AND CONTROL RISKS 9.2.2 Continuously Monitor Risk Trigger Conditions']",[]
99,9,CHAPTER 9  -  MONITOR AND CONTROL RISKS,9.2.2,9.2.2 Continuously Monitor Risk Trigger Conditions,"['9.2.2 Continuously Monitor Risk Trigger Conditions Risk response planning will have deﬁ ned a set of actions to be carried out as part of the project schedule as well as actions whose execution is dependent on a predeﬁ ned trigger condition. Checking for speciﬁ cally deﬁ ned risks that may trigger conditional responses is the responsibility of the risk action owner, in close collaboration with the risk owner under the overall authority of the project manager. 9.2.3 Maintain Risk Awareness']",[]
100,9,CHAPTER 9  -  MONITOR AND CONTROL RISKS,9.2.3,9.2.3 Maintain Risk Awareness,"['9.2.3 Maintain Risk Awareness Risk management reports should be a regular item on every status meeting agenda to ensure that all team members remain aware of the importance of risk management and to ensure that it is fully integrated into all of the project management decisions. The project’s senior-level sponsor should require regular reports on the risks and the planned responses to ensure that stakeholders are aware of the importance of keeping a focus on risk. Sponsor feedback also motivates the project team by demonstrating senior-level interest in Project Risk Management. Stakeholders’ perception of the effectiveness of risk management is conditioned in part by the way in which risks are handled as they occur, and by the number or characteristics of such events. It is therefore crucial, whenever a risk occurs, that information about the event, as well as the progress and effectiveness of the responses, be communicated at regular intervals and in an honest manner adapted to the needs of each stakeholder. This should be supported by a well-executed communications plan. 9.3 Tools and Techniques for the Monitor and Control Risks Process']",[]
101,9,CHAPTER 9  -  MONITOR AND CONTROL RISKS,9.3 ,9.3 Tools and Techniques for the Monitor and Control Risks Process,"['9.3 Tools and Techniques for the Monitor and Control Risks Process In addition to standard project management monitoring and control capabilities, risk monitoring and controlling requires a focus on the tools which will support its key success factors for tracking overall risk as well as individual risks. 9.3.1 Managing Contingency Reserves']",[]
102,9,CHAPTER 9  -  MONITOR AND CONTROL RISKS,9.3.1,9.3.1 Managing Contingency Reserves,"['9.3.1 Managing Contingency Reserves Reserves may have been allocated separately to cover time-related and cost-related risks. Techniques are required that allow the project manager to assess at any point in the project whether these provide the required level of conﬁ dence in the success of the project. Tools for managing time buffers should be closely integrated into the project’s scheduling techniques, whereas those for managing cost should be compatible with the ﬁ nancial practices. Tools are required to identify trends and forecast future outcomes to determine whether the reserves will remain sufﬁ cient. Tools are also required for tracking progress and spending in a consolidated manner.559 CHAPTER 9 − MONITOR AND CONTROL RISKS 9.3.2 Tracking Trigger Conditions']",[]
103,9,CHAPTER 9  -  MONITOR AND CONTROL RISKS,9.3.2,9.3.2 Tracking Trigger Conditions,"['9.3.2 Tracking Trigger Conditions Trigger conditions and the corresponding metrics are deﬁ ned during the Plan Risk Responses process. Tools are required to evaluate and track these conditions against the project baseline or speciﬁ ed thresholds, based on actual status. They can be chosen to provide information on risks related to the deliverables, such as performance, as well as on project-related features, such as time and cost. 9.3.3 Tracking Overall Risk']",[]
104,9,CHAPTER 9  -  MONITOR AND CONTROL RISKS,9.3.3,9.3.3 Tracking Overall Risk,"['9.3.3 Tracking Overall Risk Tools are required in order to determine, as the project progresses, whether the responses are having the expected effect on the project’s overall level of risk. 9.3.4 Tracking Compliance']",[]
105,9,CHAPTER 9  -  MONITOR AND CONTROL RISKS,9.3.4,9.3.4 Tracking Compliance,"['9.3.4 Tracking Compliance In order to monitor the quality of the execution of the risk-related plans and processes, a set of quality metrics such as degree of variation from the baseline, should be tracked and recorded. These metrics will normally have been deﬁ ned in the risk management plan. 9.4 Documenting the Results of the Monitor and Control Risks Process']",[]
106,9,CHAPTER 9  -  MONITOR AND CONTROL RISKS,9.4 ,9.4 Documenting the Results of the Monitor and Control Risks Process,['9.4 Documenting the Results of the Monitor and Control Risks Process'],[]
