,numChapter,Chapter,numSubChapter,subChapter,Type,numSubTitle,subTitle,content,Ref
54,11.5,11.5 PLAN RISK RESPONSES,11.5.2,11.5 PLAN RISK RESPONSES Tools and Techniques,Tools and Techniques,11.5.2.5 Strategies for opportunities,11.5.2,"11.5.2.5 ST RATEGIES F OR OPPOR TUNITIES
Five alternative strategies may be considered for dealing with opportunities, as follows:
uuEscalate. This risk response strategy is appropriate when the project team or the project sponsor agrees that 
an opportunity is outside the scope of the project or that the proposed response would exceed the project 
manager’s authority. Escalated opportunities are managed at the program level, portfolio level, or other relevant part of the organization, and not on the project level. The project manager determines who should be notiﬁed about the opportunity and communicates the details to that person or part of the organization. It is important that ownership of escalated opportunities is accepted by the relevant party in the organization. Opportunities are usually escalated to the level that matches the objectives that would be affected if the opportunity occurred. Escalated opportunities are not monitored further by the project team after escalation, although they may be recorded in the risk register for information.
uuExploit. The exploit strategy may be selected for high-priority opportunities where the organization wants to ensure that the opportunity is realized. This strategy seeks to capture the beneﬁt associated with a particular opportunity by ensuring that it deﬁnitely happens, increasing the probability of occurrence to 100%. Examples of exploiting responses may include assigning an organization’s most talented resources to the project to reduce the time to completion, or using new technologies or technology upgrades to reduce cost and duration.
uuShare. Sharing involves transferring ownership of an opportunity to a third party so that it shares some of the beneﬁt if the opportunity occurs. It is important to select the new owner of a shared opportunity carefully so they are best able to capture the opportunity for the beneﬁt of the project. Risk sharing often involves payment of a risk premium to the party taking on the opportunity. Examples of sharing actions include forming risk-sharing partnerships, teams, special-purpose companies, or joint ventures.
uuEnhance. The enhance strategy is used to increase the probability and/or impact of an opportunity. Early 
enhancement action is often more effective than trying to improve the beneﬁt after the opportunity has occurred. The probability of occurrence of an opportunity may be increased by focusing attention on its causes. Where it is not possible to increase probability, an enhancement response might increase the impact by targeting factors that drive the size of the potential beneﬁt. Examples of enhancing opportunities include adding more resources to an activity to ﬁnish early.
uuAccept. Accepting an opportunity acknowledges its existence but no proactive action is taken. This strategy may be appropriate for low-priority opportunities, and it may also be adopted where it is not possible or cost-effective to address an opportunity in any other way. Acceptance can be either active or passive. The most common active acceptance strategy is to establish a contingency reserve, including amounts of time, money, or resources to take advantage of the opportunity if it occurs. Passive acceptance involves no proactive action apart from periodic review of the opportunity to ensure that it does not change signiﬁcantly.44511.5.2.6",[]
55,11.5,11.5 PLAN RISK RESPONSES,11.5.2,11.5 PLAN RISK RESPONSES Tools and Techniques,Tools and Techniques,11.5.2.6 Contingent response strategies,11.5.2,"11.5.2.6 CONTING ENT RE SPONS E ST RATEGIES
Some responses are designed for use only if certain events occur. For some risks, it is appropriate for the project 
team to make a response plan that will only be executed under certain predeﬁned conditions, if it is believed that 
there will be sufﬁcient warning to implement the plan. Events that trigger the contingency response, such as missing intermediate milestones or gaining higher priority with a seller, should be deﬁned and tracked. Risk responses identiﬁed using this technique are often called contingency plans or fallback plans and include identiﬁed triggering events that set the plans in effect.
11.5.2.7",[]
56,11.5,11.5 PLAN RISK RESPONSES,11.5.2,11.5 PLAN RISK RESPONSES Tools and Techniques,Tools and Techniques,11.5.2.7 Strategies for overall project risk,11.5.2,"11.5.2.7 ST RATEGIES F OR OVERALL PROJECT RISK
Risk responses should be planned and implemented not only for individual project risks but also to address overall 
project risk. The same risk response strategies that are used to deal with individual project risks can also be applied to 
overall project risk:
uuAvoid. Where the level of overall project risk is signiﬁcantly negative and outside the agreed-upon risk 
thresholds for the project, an avoid strategy may be adopted. This involves taking focused action to reduce the negative effect of uncertainty on the project as a whole and bring the project back within the thresholds. An example of avoidance at the overall project level would include removal of high-risk elements of scope from the project. Where it is not possible to bring the project back within the thresholds, the project may be canceled. This represents the most extreme degree of risk avoidance and it should be used only if the overall level of threat is, and will remain, unacceptable.
uuExploit. Where the level of overall project risk is signiﬁcantly positive and outside the agreed-upon risk thresholds 
for the project, an exploit strategy may be adopted. This involves taking focused action to capture the positive effect of uncertainty on the project as a whole. An example of exploiting at the overall project level would include addition of high-beneﬁt elements of scope to the project to add value or beneﬁts to stakeholders. Alternatively the risk thresholds for the project may be modiﬁed with the agreement of key stakeholders in order to embrace the opportunity.
uuTransfer/share. If the level of overall project risk is high but the organization is unable to address it effectively, 
a third party may be involved to manage the risk on behalf of the organization. Where overall project risk is negative, a transfer strategy is required, which may involve payment of a risk premium. In the case of high positive overall project risk, ownership may be shared in order to reap the associated beneﬁts. Examples of both transfer and share strategies for overall project risk include but are not limited to setting up a collaborative business structure in which the buyer and the seller share the overall project risk, launching a joint venture or special-purpose company, or subcontracting key elements of the project.446 Part 1 - GuideuuMitigate/enhance. These strategies involve changing the level of overall project risk to optimize the chances 
of achieving the project’s objectives. The mitigation strategy is used where overall project risk is negative, and 
enhancement applies when it is positive. Examples of mitigation or enhancement strategies include replanning the project, changing the scope and boundaries of the project, modifying project priority, changing resource allocations, adjusting delivery times, etc.
uuAccept. Where no proactive risk response strategy is possible to address overall project risk, the organization 
may choose to continue with the project as currently deﬁned, even if overall project risk is outside the agreed-upon thresholds. Acceptance can be either active or passive. The most common active acceptance strategy is to establish an overall contingency reserve for the project, including amounts of time, money, or resources to be used if the project exceeds its thresholds. Passive acceptance involves no proactive action apart from periodic review of the level of overall project risk to ensure that it does not change signiﬁcantly.
11.5.2.8",[]
57,11.5,11.5 PLAN RISK RESPONSES,11.5.2,11.5 PLAN RISK RESPONSES Tools and Techniques,Tools and Techniques,11.5.2.8 Data analysis,11.5.2,"11.5.2.8 DATA ANALY SIS
A number of alternative risk response strategies may be considered. Data analysis techniques that can be used to 
select a preferred risk response strategy include but are not limited to:
uuAlternatives analysis. A simple comparison of the characteristics and requirements of alternative risk response options can lead to a decision on which response is most appropriate.
uuCost-benefit analysis. If the impact of an individual project risk can be quantiﬁed in monetary terms, then the cost-effectiveness of alternative risk response strategies can be determined using cost-beneﬁt analysis (see Section 8.1.2.3). The ratio of (change in impact level) divided by (implementation cost) gives the cost effectiveness of the response strategy, with a higher ratio indicating a more effective response.
11.5.2.9",['Section 8.1.2.3)']
58,11.5,11.5 PLAN RISK RESPONSES,11.5.2,11.5 PLAN RISK RESPONSES Tools and Techniques,Tools and Techniques,11.5.2.9 Decision making,11.5.2,"11.5.2.9 DECISION MAKING
Decision-making techniques that can be used to select a risk response strategy include but are not limited to 
multicriteria decision analysis (described in Section 8.1.2.4). One or more risk response strategies may be under consideration. Decision-making techniques can help prioritize risk response strategies. Multicriteria decision analysis uses a decision matrix to provide a systematic approach for establishing key decision criteria, evaluating and ranking alternatives, and selecting a preferred option. Criteria for risk response selection may include but are not limited to cost of response, likely effectiveness of response in changing probability and/or impact, resource availability, timing constraints (urgency, proximity, and dormancy), level of impact if the risk occurs, effect of response on related risks, introduction of secondary risks, etc. Different strategies may be selected later in the project if the original choice proves to be ineffective.44711.5.3 PL AN RISK RE SPONSES : OUTPUTS
11.5.3.1",['Section 8.1.2.4)']
59,11.5,11.5 PLAN RISK RESPONSES,11.5.3,11.5 PLAN RISK RESPONSES OUTPUTS,OUTPUTS,11.5.3.1 Change requests,11.5.3,"11.5.3.1 CHANG E REQUESTS
Described in Section 4.3.3.4. Planned risk responses may result in a change request to the cost and schedule 
baselines or other components of the project management plan. Change requests are processed for review and 
disposition through the Perform Integrated Change Control process (Section 4.6).
11.5.3.2",['Section 4.3.3.4.']
60,11.5,11.5 PLAN RISK RESPONSES,11.5.3,11.5 PLAN RISK RESPONSES OUTPUTS,OUTPUTS,11.5.3.2 Project management plan updates,11.5.3,"11.5.3.2 PROJECT MANAGEM ENT PLAN UPDA TES
Any change to the project management plan goes through the organization’s change control process via a change 
request. Components that may require a change request for the project management plan include but are not limited to:
uuSchedule management plan. Described in Section 6.1.3.1. Changes to the schedule management plan, such as 
changes to resource loading and leveling, or updates to the schedule strategy, are incorporated.
uuCost management plan. Described in Section 7.1.3.1. Changes to the cost management plan, such as changes to cost accounting, tracking, and reports, as well as updates to the budget strategy and how contingency reserves are consumed, are incorporated.
uuQuality management plan. Described in Section 8.1.3.1. Changes to the quality management plan, such as changes to approaches for meeting requirements, quality management approaches, or quality control processes, are incorporated.
uuResource management plan. Described in Section 9.1.3.1. Changes to the resource management plan, such as changes to resource allocation, as well as updates to the resource strategy, are incorporated.
uuProcurement management plan. Described in Section 12.1.3.1. Changes to the procurement management 
plan, such as alterations in the make-or-buy decision or contract type(s), are incorporated.
uuScope baseline. Described in Section 5.4.3.1. Changes in the scope baseline are incorporated in response to approved changes in scope that may arise from agreed-upon risk responses.
uuSchedule baseline. Described in Section 6.5.3.1. Changes in the schedule baseline are incorporated in response to approved changes in schedule estimates that may arise from agreed-upon risk responses.
uuCost baseline. Described in Section 7.3.3.1. Changes in the cost baseline are incorporated in response to approved changes in cost estimates that may arise from agreed-upon risk responses.448 Part 1 - Guide11.5.3.3","['Section 6.1.3.1.', 'Section 7.1.3.1.', 'Section 8.1.3.1.', 'Section 9.1.3.1.', 'Section 12.1.3.1', 'Section 5.4.3.1.', 'Section 6.5.3.1.', 'Section 7.3.3.1.']"
61,11.5,11.5 PLAN RISK RESPONSES,11.5.3,11.5 PLAN RISK RESPONSES OUTPUTS,OUTPUTS,11.5.3.3 Project documents updates,11.5.3,"11.5.3.3 PROJECT DOCUM ENTS UPDA TES
Project documents that may be updated as a result of carrying out this process include but are not limited to:
uuAssumption log. Described in Section 4.1.3.2. During the Plan Risk Responses process, new assumptions 
may be made, new constraints may be identiﬁed, and existing assumptions or constraints may be revisited and changed. The assumption log should be updated with this new information.
uuCost forecasts. Described in Section 7.4.3.2. Cost forecasts may change as a result of planned risk responses.
uuLessons learned register. Described in Section 4.4.3.1. The lessons learned register is updated with information 
about risk responses that may be useful for future phases of the project or future projects.
uuProject schedule. Described in Section 6.5.3.2. Activities relating to agreed-upon risk responses may be added to the project schedule.
uuProject team assignments. Described in Section 9.3.3.2. Once the responses are conﬁrmed, the necessary resources should be allocated to each action associated with a risk response plan. These resources include suitably qualiﬁed and experienced personnel to execute the agreed-upon action (usually within the project team) a speciﬁc budget and time allowance for the action, and any required technical resources to complete the action.
uuRisk register. Described in Section 11.2.3.1. The risk register is updated when appropriate risk responses are chosen and agreed upon. Updates to the risk register may include but are not limited to:
u nAgreed-upon response strategies;
u nSpeciﬁc actions to implement the chosen response strategy;
u nTrigger conditions, symptoms, and warning signs of a risk occurrence;
u nBudget and schedule activities required to implement the chosen responses;
u nContingency plans and risk triggers that call for their execution;
u nFallback plans for use when a risk that has occurred and the primary response proves to be inadequate;
u nResidual risks that are expected to remain after planned responses have been taken, as well as those that have been deliberately accepted; and
u nSecondary risks that arise as a direct outcome of implementing a risk response.
uuRisk report. Described in Section 11.2.3.2. The risk report may be updated to present agreed-upon responses to the current overall project risk exposure and high-priority risks, together with the expected changes that may be expected as a result of implementing these responses.450 Part 1 - GuideProper attention to the Implement Risk Responses process will ensure that agreed-upon risk responses are actually 
executed. A common problem with Project Risk Management is that project teams spend effort in identifying and 
analyzing risks and developing risk responses, then risk responses are agreed upon and documented in the risk register and risk report, but no action is taken to manage the risk.
Only if risk owners give the required level of effort to implementing the agreed-upon responses will the overall risk 
exposure of the project and individual threats and opportunities be managed proactively.
11.6.1 IMPLEM ENT RISK RE SPONSES : INPUTS
11.6.1.1","['Section 4.1.3.2.', 'Section 7.4.3.2.', 'Section 4.4.3.1.', 'Section 6.5.3.2.', 'Section 9.3.3.2.', 'Section 11.2.3.1', 'Section 11.2.3.2']"
62,11.6,11.6 IMPLEMENT RISK RESPONSES,11.6.1,11.6 IMPLEMENT RISK RESPONSES INPUTS,INPUTS,11.6.1.1 Project management plan,11.6.1,"11.6.1.1 PROJECT MANAGEM ENT PLAN
Described in Section 4.2.3.1. Project management plan components include but are not limited to the risk 
management plan. Described in Section 11.1.3.1, the risk management plan lists the roles and responsibilities of project team members and other stakeholders for risk management. This information is used when allocating owners for agreed-upon risk responses. The risk management plan also deﬁnes the level of detail for the risk management methodology for the project. It also speciﬁes risk thresholds for the project based on the risk appetite of key stakeholders, which deﬁne the acceptable target that the implementation of risk responses is required to achieve.
11.6.1.2","['Section 4.2.3.1.', 'Section 11.1.3.1']"
63,11.6,11.6 IMPLEMENT RISK RESPONSES,11.6.1,11.6 IMPLEMENT RISK RESPONSES INPUTS,INPUTS,11.6.1.2 Project documents,11.6.1,"11.6.1.2 PROJECT DOCUM ENTS
Project documents that can be considered as inputs for this process include but are not limited to:
uuLessons learned register. Described in Section 4.4.3.1. Lessons learned earlier in the project with regard 
to implementing risk responses can be applied to later phases in the project to improve the effectiveness of this process.
uuRisk register. Described in Section 11.2.3.1. The risk register records the agreed-upon risk responses for each individual risk and the nominated owners for each response plan.
uuRisk report. Described in Section 11.2.3.2. The risk report includes an assessment of the current overall project risk exposure, as well as the agreed-upon risk response strategy. It also describes the major individual project risks with their planned responses.
11.6.1.3","['Section 4.4.3.1.', 'Section 11.2.3.1', 'Section 11.2.3.2']"
64,11.6,11.6 IMPLEMENT RISK RESPONSES,11.6.1,11.6 IMPLEMENT RISK RESPONSES INPUTS,INPUTS,11.6.1.3 Organizational process assets,11.6.1,"11.6.1.3 ORGANIZATIONAL  PROCE SS ASSE TS
The organizational process assets that can inﬂuence the Implement Risk Responses process include but are not 
limited to the lessons learned repository from similar completed projects that indicate the effectiveness of particular risk responses.45111.6.2 IMPLEM ENT RISK RE SPONSES:  TOO LS AND TEC HNIQUES
11.6.2.1",[]
65,11.6,11.6 IMPLEMENT RISK RESPONSES,11.6.2,11.6 IMPLEMENT RISK RESPONSES Tools and Techniques,Tools and Techniques,11.6.2.1 Expert judgment,11.6.2,"11.6.2.1 EXPER T JUDGMENT
Described in Section 4.1.2.1. Expertise should be considered from individuals or groups with specialized  
knowledge to validate or modify risk responses if necessary, and decide how to implement them in the most 
efﬁcient and effective manner.
11.6.2.2",['Section 4.1.2.1.']
66,11.6,11.6 IMPLEMENT RISK RESPONSES,11.6.2,11.6 IMPLEMENT RISK RESPONSES Tools and Techniques,Tools and Techniques,11.6.2.2 Interpersonal and team skills,11.6.2,"11.6.2.2 INT ERPERSONAL  AND TEAM S KILLS
Interpersonal and team skills that can be used for this process include but are not limited to inﬂuencing. Some risk 
response actions may be owned by people outside the immediate project team or who have other competing demands. 
The project manager or person responsible for facilitating the risk process may need to exercise inﬂuencing (see Section 9.5.2.1) to encourage nominated risk owners to take necessary action where required.
11.6.2.3",['Section 9.5.2.1)']
67,11.6,11.6 IMPLEMENT RISK RESPONSES,11.6.2,11.6 IMPLEMENT RISK RESPONSES Tools and Techniques,Tools and Techniques,11.6.2.3 Project management information system,11.6.2,"11.6.2.3 PROJECT MANAGEM ENT INFORMA TION SY STEM  (PMIS)
Described in Section 4.3.2.2. Project management information systems can include schedule, resource, and cost 
software to ensure that agreed-upon risk response plans and their associated activities are integrated into the project 
alongside other project activities. 
11.6.3 IMPLEM ENT RISK RE SPONSES : OUTPUTS
11.6.3.1",['Section 4.3.2.2.']
68,11.6,11.6 IMPLEMENT RISK RESPONSES,11.6.3,11.6 IMPLEMENT RISK RESPONSES OUTPUTS,OUTPUTS,11.6.3.1 Change requests,11.6.3,"11.6.3.1 CHANG E REQUESTS
Described in Section 4.3.3.4. Implementation of risk responses may result in a change request to the cost and 
schedule baselines or other components of the project management plan. Change requests are processed for review and disposition through the Perform Integrated Change Control process (Section 4.6).452 Part 1 - Guide11.6.3.2","['Section 4.3.3.4.', 'Section 4.6).452']"
69,11.6,11.6 IMPLEMENT RISK RESPONSES,11.6.3,11.6 IMPLEMENT RISK RESPONSES OUTPUTS,OUTPUTS,11.6.3.2 Project documents updates,11.6.3,"11.6.3.2 PROJECT DOCUM ENTS UPDA TES
Project documents that may be updated as a result of carrying out this process include but are not limited to:
uuIssue log. Described in Section 4.3.3.3. Where issues are identiﬁed as part of the Implement Risk Responses 
process, they are recorded in the issue log.
uuLessons learned register. Described in Section 4.4.3.1. The lessons learned register is updated with information 
on challenges encountered when implementing risk responses and how they could have been avoided, as well 
as approaches that worked well for implementing risk responses.
uuProject team assignments. Described in Section 9.3.3.2. Once the risk responses are conﬁrmed, the necessary resources should be allocated to each action associated with a risk response plan. These resources include suitably qualiﬁed and experienced personnel to execute the agreed-upon action (usually within the project team), a speciﬁc budget and time allowance for the action, and any required technical resources to complete the action.
uuRisk register. Described in Section 11.2.3.1. The risk register may be updated to reﬂect any changes to the previously agreed-upon risk responses for individual project risks that are subsequently made as a result of the Implement Risk Responses process.
uuRisk report. Described in Section 11.2.3.2. The risk report may be updated to reﬂect any changes to the previously agreed-upon risk response to overall project risk exposure that are subsequently made as a result of the Implement Risk Responses process.45511.7.1 MONITOR RISKS:  INPU TS
11.7.1.1","['Section 4.3.3.3.', 'Section 4.4.3.1.', 'Section 9.3.3.2.', 'Section 11.2.3.1', 'Section 11.2.3.2']"
70,11.7,11.7 MONITOR RISKS,11.7.1,11.7 MONITOR RISKS INPUTS,INPUTS,11.7.1.1 Project management plan,11.7.1,"11.7.1.1 PROJECT MANAGEM ENT PLAN
Described in Section 4.2.3.1. Project management plan components include but are not limited to the risk 
management plan. Described in Section 11.3.1.1. The risk management plan provides guidance on how and when 
risks should be reviewed, which policies and procedures should be followed, the roles and responsibilities in the monitoring process, and reporting formats.
11.7.1.2","['Section 4.2.3.1.', 'Section 11.3.1.1']"
71,11.7,11.7 MONITOR RISKS,11.7.1,11.7 MONITOR RISKS INPUTS,INPUTS,11.7.1.2 Project documents,11.7.1,"11.7.1.2 PROJECT DOCUM ENTS
Project documents that should be considered as inputs for this process include but are not limited to:
uuIssue log. Described in Section 4.3.3.3. The issue log is used to see if any of the open issues have been updated 
and necessitate an update to the risk register.
uuLessons learned register. Described in Section 4.4.3.1. Risk-related lessons from earlier in the project can be applied to later phases in the project.
uuRisk register. Described in Section 11.2.3.1. The risk register has key inputs that include identiﬁed individual project risks, risk owners, agreed-upon risk responses, and speciﬁc implementation actions. It may also provide other details including control actions for assessing the effectiveness of response plans, symptoms and warning signs of risk, residual and secondary risks, and a watch list of low-priority risks.
uuRisk report. Described in Section 11.2.3.2. The risk report includes an assessment of the current overall project risk exposure as well as the agreed-upon risk response strategy. It also describes the major individual risks with planned responses and risk owners.456 Part 1 - Guide11.7.1.3","['Section 4.3.3.3.', 'Section 4.4.3.1.', 'Section 11.2.3.1', 'Section 11.2.3.2']"
72,11.7,11.7 MONITOR RISKS,11.7.1,11.7 MONITOR RISKS INPUTS,INPUTS,11.7.1.3 Work performance data,11.7.1,"11.7.1.3 WORK PERF ORM ANCE DATA
Described in Section 4.3.3.2. Work performance data contains data on project status such as risk responses that 
have been implemented, risks that have occurred, risks that are active and those that have been closed out.
11.7.1.4",['Section 4.3.3.2.']
73,11.7,11.7 MONITOR RISKS,11.7.1,11.7 MONITOR RISKS INPUTS,INPUTS,11.7.1.4 Work performance reports,11.7.1,"11.7.1.4 WORK PERF ORM ANCE REPORTS
Described in Section 4 5.3.1. Work performance reports provide information from performance measurements that 
can be analyzed to provide project work performance information including variance analysis, earned value data, and 
forecasting data. This information could be relevant when monitoring performance-related risks.
11.7.2 MONITOR RISKS:  TOO LS AND TEC HNIQUES
11.7.2.1",[]
74,11.7,11.7 MONITOR RISKS,11.7.2,11.7 MONITOR RISKS Tools and Techniques,Tools and Techniques,11.7.2.1 Data analysis,11.7.2,"11.7.2.1 DATA ANALY SIS
Data analysis techniques that can be used for this process include but are not limited to:
uuTechnical performance analysis. Technical performance analysis compares technical accomplishments during project execution to the schedule of technical achievement. It requires the deﬁnition of objective, quantiﬁable measures of technical performance, which can be used to compare actual results against targets. Such technical performance measures may include weight, transaction times, number of delivered defects, storage capacity, etc. Deviation can indicate the potential impact of threats or opportunities.
uuReserve analysis. Described in Section 7.2.2.6. Throughout execution of the project, some individual project risks may occur with positive or negative impacts on budget or schedule contingency reserves. Reserve analysis compares the amount of the contingency reserves remaining to the amount of risk remaining at any time in the project in order to determine if the remaining reserve is adequate. This may be communicated using various graphical representations, including a burndown chart.
11.7.2.2",['Section 7.2.2.6.']
75,11.7,11.7 MONITOR RISKS,11.7.2,11.7 MONITOR RISKS Tools and Techniques,Tools and Techniques,11.7.2.2 Audits,11.7.2,"11.7.2.2 AUDITS
Described in Section 8.2.2.5. Risk audits are a type of audit that may be used to consider the effectiveness of the risk 
management process. The project manager is responsible for ensuring that risk audits are performed at an appropriate frequency, as deﬁned in the project’s risk management plan. Risk audits may be included during routine project review meetings or may form part of a risk review meeting, or the team may choose to hold separate risk audit meetings. The format for the risk audit and its objectives should be clearly deﬁned before the audit is conducted.45711.7.2.3",['Section 8.2.2.5.']
76,11.7,11.7 MONITOR RISKS,11.7.2,11.7 MONITOR RISKS Tools and Techniques,Tools and Techniques,11.7.2.3 Meetings,11.7.2,"11.7.2.3 MEETIN GS
Meetings that can be used during this process include but are not limited to risk reviews. Risk reviews are scheduled 
regularly and should examine and document the effectiveness of risk responses in dealing with overall project risk 
and with identiﬁed individual project risks. Risk reviews may also result in identiﬁcation of new individual project risks, (including secondary risks that arise from agreed-upon risk responses), reassessment of current risks, the closing of risks that are outdated, issues that have arisen as the result of risks that have occurred, and identiﬁcation of lessons to be learned for implementation in ongoing phases in the current project or in similar projects in the future. The risk review may be conducted as part of a periodic project status meeting or a dedicated risk review meeting may be held, as speciﬁed in the risk management plan.
11.7.3 MONITOR RISKS: OU TPUTS
11.7.3.1",[]
77,11.7,11.7 MONITOR RISKS,11.7.3,11.7 MONITOR RISKS OUTPUTS,OUTPUTS,11.7.3.1 Work performance information,11.7.3,"11.7.3.1 WORK PERF ORM ANCE INF ORMA TION
Described in Section 4.5.1.3. Work performance information includes information on how project risk management 
is performing by comparing the individual risks that have occurred with the expectation of how they would occur. This information indicates the effectiveness of the response planning and response implementation processes.
11.7.3.2",['Section 4.5.1.3.']
78,11.7,11.7 MONITOR RISKS,11.7.3,11.7 MONITOR RISKS OUTPUTS,OUTPUTS,11.7.3.2 Change requests,11.7.3,"11.7.3.2 CHANG E REQUESTS
Described in Section 4.3.3.4. The Monitor Risks process may result in a change request to the cost and schedule 
baselines or other components of the project management plan. Change requests are processed for review and 
disposition through the Perform Integrated Change Control process (Section 4.6).
Change requests can include recommended corrective and preventive actions to address the current level of overall 
project risk or to address individual project risks.
11.7.3.3",['Section 4.3.3.4.']
79,11.7,11.7 MONITOR RISKS,11.7.3,11.7 MONITOR RISKS OUTPUTS,OUTPUTS,11.7.3.3 Project management plan updates,11.7.3,"11.7.3.3 PROJECT MANAGEM ENT PLAN UPDA TES
Any change to the project management plan goes through the organization’s change control process via a change 
request. This may affect any component of the project management plan.458 Part 1 - Guide11.7.3.4",[]
80,11.7,11.7 MONITOR RISKS,11.7.3,11.7 MONITOR RISKS OUTPUTS,OUTPUTS,11.7.3.4 Project documents updates,11.7.3,"11.7.3.4 PROJECT DOCUM ENTS UPDA TES
Project documents that may be updated as a result of carrying out this process include but are not limited to:
uuAssumption log. Described in Section 4.1.3.2. During the Monitor Risks process, new assumptions may be 
made, new constraints may be identiﬁed, and existing assumptions or constraints may be revisited and changed. The assumption log is updated with this new information.
uuIssue log. Described in Section 4.3.3.3. Where issues are identiﬁed as part of the Monitor Risks process, these are recorded in the issue log.
uuLessons learned register. Described in Section 4.4.3.1. The lessons learned register is updated with any risk-related lessons learned during risk reviews so these can be used on later phases of the project or in future projects.
uuRisk register. Described in Section 11.2.3.1. The risk register is updated with information on individual project risks generated during the Monitor Risks process. This may include adding new risks, updating outdated risks or risks that were realized, updating risk responses, and so forth.
uuRisk report. Described in Section 11.2.3.2. As new information becomes available through the Monitor Risks process, the risk report is updated to reﬂect the current status of major individual project risks and the current level of overall project risk. The risk report may also include details of the top individual project risks, agreed-upon responses and owners, and conclusions and recommendations. It may also include conclusions from risk audits on the effectiveness of the risk management process.
11.7.3.5","['Section 4.1.3.2.', 'Section 4.3.3.3.', 'Section 4.4.3.1.', 'Section 11.2.3.1', 'Section 11.2.3.2']"
81,11.7,11.7 MONITOR RISKS,11.7.3,11.7 MONITOR RISKS OUTPUTS,OUTPUTS,11.7.3.5 Organizational process assets updates,11.7.3,"11.7.3.5 ORGANIZATIONAL  PROCE SS ASSE TS UPDA TES
Organizational process assets that are updated as a result of the Monitor Risks process include but are not limited to:
uuTemplates for the risk management plan, risk register, and risk report; and
uuRisk breakdown structure.",[]
